# time flux err_flux
1.327568868033041099e+03 8.414957031250000000e+03 1.134613513946533203e+01
1.327570256934353438e+03 8.421197265625000000e+03 1.135365390777587891e+01
1.327571645835607114e+03 8.402136718750000000e+03 1.134637641906738281e+01
1.327573034736918771e+03 8.419937500000000000e+03 1.135764026641845703e+01
1.327574423638230428e+03 8.415867187500000000e+03 1.134867858886718750e+01
1.327575812539484104e+03 8.409724609375000000e+03 1.134686088562011719e+01
1.327577201440795989e+03 8.422757812500000000e+03 1.135438251495361328e+01
1.327578590342049438e+03 8.441853515625000000e+03 1.136722469329833984e+01
1.327579979243362004e+03 8.418919921875000000e+03 1.135760688781738281e+01
1.327581368144615453e+03 8.424725585937500000e+03 1.135382175445556641e+01
1.327582757045926655e+03 8.400589843750000000e+03 1.135058307647705078e+01
1.327584145947239222e+03 8.424721679687500000e+03 1.135582828521728516e+01
1.327585534848493353e+03 8.431186523437500000e+03 1.136140918731689453e+01
1.327586923749804328e+03 8.448176757812500000e+03 1.137127590179443359e+01
1.327588312651058004e+03 8.460649414062500000e+03 1.137420845031738281e+01
1.327589701552370343e+03 8.446438476562500000e+03 1.138009071350097656e+01
1.327591090453623337e+03 8.469719726562500000e+03 1.137821865081787109e+01
1.327592479354935222e+03 8.463014648437500000e+03 1.138027286529541016e+01
1.327593868256189353e+03 8.469041992187500000e+03 1.138361835479736328e+01
1.327595257157500555e+03 8.466373046875000000e+03 1.138905525207519531e+01
1.327596646058754004e+03 8.445752929687500000e+03 1.136880207061767578e+01
1.327598034960066570e+03 8.476646484375000000e+03 1.138575172424316406e+01
1.327599423861319565e+03 8.472967773437500000e+03 1.138801097869873047e+01
1.327600812762631222e+03 8.469743164062500000e+03 1.138797855377197266e+01
1.327602201663885580e+03 8.452701171875000000e+03 1.137926864624023438e+01
1.327603590565197237e+03 8.443622070312500000e+03 1.137699317932128906e+01
1.327604979466450914e+03 8.480709960937500000e+03 1.138436412811279297e+01
1.327606368367762798e+03 8.449125000000000000e+03 1.137099170684814453e+01
1.327607757269016247e+03 8.476360351562500000e+03 1.138441276550292969e+01
1.327609146170269696e+03 8.444757812500000000e+03 1.136874580383300781e+01
1.327610535071581580e+03 8.473855468750000000e+03 1.138521194458007812e+01
1.327611923972835257e+03 8.470096679687500000e+03 1.138389492034912109e+01
1.327613312874146914e+03 8.470416992187500000e+03 1.137439632415771484e+01
1.327614701775400590e+03 8.453971679687500000e+03 1.137281894683837891e+01
1.327616090676712474e+03 8.458697265625000000e+03 1.137167644500732422e+01
1.327617479577966606e+03 8.472929687500000000e+03 1.138289260864257812e+01
1.327618868479220282e+03 8.467876953125000000e+03 1.137942314147949219e+01
1.327620257380531939e+03 8.475875000000000000e+03 1.138652420043945312e+01
1.327621646281786298e+03 8.477459960937500000e+03 1.137756443023681641e+01
1.327623035183039065e+03 8.445855468750000000e+03 1.137504482269287109e+01
1.327624424084350949e+03 8.454976562500000000e+03 1.137495231628417969e+01
1.327625812985605307e+03 8.458177734375000000e+03 1.137371158599853516e+01
1.327627201886858074e+03 8.452276367187500000e+03 1.137353038787841797e+01
1.327628590788169959e+03 8.461935546875000000e+03 1.137591266632080078e+01
1.327629979689424090e+03 8.471134765625000000e+03 1.137456893920898438e+01
1.327631368590677766e+03 8.463086914062500000e+03 1.138690376281738281e+01
1.327632757491989423e+03 8.470230468750000000e+03 1.138445663452148438e+01
1.327634146393242872e+03 8.464588867187500000e+03 1.137549781799316406e+01
1.327635535294496549e+03 8.465225585937500000e+03 1.137560081481933594e+01
1.327636924195808433e+03 8.467621093750000000e+03 1.136833477020263672e+01
1.327638313097061882e+03 8.445596679687500000e+03 1.136711311340332031e+01
1.327639701998315559e+03 8.457625000000000000e+03 1.136681938171386719e+01
1.327641090899569235e+03 8.474892578125000000e+03 1.137727832794189453e+01
1.327642479800880892e+03 8.460789062500000000e+03 1.137926673889160156e+01
1.327643868702134341e+03 8.445139648437500000e+03 1.136052417755126953e+01
1.327645257603388018e+03 8.467223632812500000e+03 1.137435245513916016e+01
1.327646646504641694e+03 8.460953125000000000e+03 1.137508678436279297e+01
1.327648035405953351e+03 8.471734375000000000e+03 1.137516498565673828e+01
1.327649424307207710e+03 8.455302734375000000e+03 1.136825752258300781e+01
1.327650813208461159e+03 8.476921875000000000e+03 1.138250160217285156e+01
1.327652202109714153e+03 8.466389648437500000e+03 1.137524127960205078e+01
1.327653591010968512e+03 8.468167968750000000e+03 1.137417602539062500e+01
1.327654979912280169e+03 8.463016601562500000e+03 1.137352085113525391e+01
1.327656368813533163e+03 8.467748046875000000e+03 1.137797164916992188e+01
1.327657757714787294e+03 8.433133789062500000e+03 1.135645008087158203e+01
1.327659146616040971e+03 8.467208984375000000e+03 1.138323116302490234e+01
1.327660535517294420e+03 8.455359375000000000e+03 1.136526489257812500e+01
1.327661924418548779e+03 8.450089843750000000e+03 1.136258792877197266e+01
1.327663313319860436e+03 8.444765625000000000e+03 1.135875034332275391e+01
1.327664702221114112e+03 8.473039062500000000e+03 1.137066364288330078e+01
1.327666091122367789e+03 8.462291992187500000e+03 1.136828994750976562e+01
1.327667480023621238e+03 8.458215820312500000e+03 1.136874961853027344e+01
1.327668868924874687e+03 8.471936523437500000e+03 1.137672328948974609e+01
1.327670257826128363e+03 8.445790039062500000e+03 1.135610580444335938e+01
1.327671646727382040e+03 8.471720703125000000e+03 1.137271308898925781e+01
1.327673035628635489e+03 8.463904296875000000e+03 1.136919307708740234e+01
1.327674424529889166e+03 8.465815429687500000e+03 1.136616516113281250e+01
1.327675813431142842e+03 8.458353515625000000e+03 1.137372684478759766e+01
1.327677202332455181e+03 8.460743164062500000e+03 1.136620998382568359e+01
1.327678591233708858e+03 8.464021484375000000e+03 1.137276744842529297e+01
1.327679980134961625e+03 8.471197265625000000e+03 1.136609745025634766e+01
1.327681369036215756e+03 8.456516601562500000e+03 1.136913108825683594e+01
1.327682757937469660e+03 8.445097656250000000e+03 1.135533237457275391e+01
1.327684146838722427e+03 8.450949218750000000e+03 1.136297988891601562e+01
1.327685535739976558e+03 8.457162109375000000e+03 1.136620044708251953e+01
1.327686924641230235e+03 8.469405273437500000e+03 1.137027835845947266e+01
1.327688313542483002e+03 8.457436523437500000e+03 1.135743618011474609e+01
1.327689702443737360e+03 8.454875000000000000e+03 1.136432647705078125e+01
1.327691091344990809e+03 8.454694335937500000e+03 1.136411762237548828e+01
1.327692480246243804e+03 8.472621093750000000e+03 1.137028217315673828e+01
1.327693869147498162e+03 8.459771484375000000e+03 1.136324119567871094e+01
1.327695258048752521e+03 8.471663085937500000e+03 1.136523151397705078e+01
1.327696646950005288e+03 8.486668945312500000e+03 1.137701702117919922e+01
1.327698035851258965e+03 8.455909179687500000e+03 1.135339355468750000e+01
1.327699424752513096e+03 8.466152343750000000e+03 1.136386108398437500e+01
1.327700813653708565e+03 8.476261718750000000e+03 1.136942100524902344e+01
1.327702202554962014e+03 8.467319335937500000e+03 1.137046432495117188e+01
1.327703591456215463e+03 8.475593750000000000e+03 1.137165641784667969e+01
1.327704980357469140e+03 8.465678710937500000e+03 1.137446880340576172e+01
1.327706369258722816e+03 8.447057617187500000e+03 1.135932540893554688e+01
1.327707758159976265e+03 8.475883789062500000e+03 1.136462116241455078e+01
1.327709147061230624e+03 8.442706054687500000e+03 1.135439586639404297e+01
1.327710535962484073e+03 8.452133789062500000e+03 1.135595512390136719e+01
1.327711924863737067e+03 8.471580078125000000e+03 1.136806392669677734e+01
1.327713313764991426e+03 8.461404296875000000e+03 1.136331272125244141e+01
1.327714702666186668e+03 8.470205078125000000e+03 1.135961055755615234e+01
1.327716091567439662e+03 8.465883789062500000e+03 1.136964511871337891e+01
1.327717480468694021e+03 8.459624023437500000e+03 1.136909484863281250e+01
1.327718869369947470e+03 8.462277343750000000e+03 1.137163162231445312e+01
1.327720258271200464e+03 8.468400390625000000e+03 1.135854625701904297e+01
1.327721647172454595e+03 8.441521484375000000e+03 1.135158824920654297e+01
1.327723036073650519e+03 8.454676757812500000e+03 1.136630630493164062e+01
1.327724424974903513e+03 8.465656250000000000e+03 1.136773586273193359e+01
1.327725813876156963e+03 8.477437500000000000e+03 1.136806583404541016e+01
1.327727202777411321e+03 8.456800781250000000e+03 1.136057472229003906e+01
1.327728591678664316e+03 8.462208007812500000e+03 1.135481548309326172e+01
1.327729980579859557e+03 8.459001953125000000e+03 1.136478805541992188e+01
1.327731369481113916e+03 8.449916015625000000e+03 1.136288738250732422e+01
1.327732758382366910e+03 8.456083984375000000e+03 1.135108757019042969e+01
1.327734147283620359e+03 8.445025390625000000e+03 1.135493278503417969e+01
1.327735536184816510e+03 8.483517578125000000e+03 1.136859893798828125e+01
1.327736925086069959e+03 8.471326171875000000e+03 1.137124633789062500e+01
1.327738313987323409e+03 8.446593750000000000e+03 1.135288333892822266e+01
1.327739702888518877e+03 8.486221679687500000e+03 1.137435626983642578e+01
1.327741091789773009e+03 8.461831054687500000e+03 1.135513401031494141e+01
1.327742480691026913e+03 8.463528320312500000e+03 1.135788726806640625e+01
1.327743869592279680e+03 8.463213867187500000e+03 1.136937618255615234e+01
1.327745258493475603e+03 8.454332031250000000e+03 1.136416530609130859e+01
1.327746647394729280e+03 8.465429687500000000e+03 1.136875057220458984e+01
1.327748036295982047e+03 8.451569335937500000e+03 1.136151790618896484e+01
1.327749425197178198e+03 8.467760742187500000e+03 1.136107826232910156e+01
1.327750814098431647e+03 8.464814453125000000e+03 1.136666488647460938e+01
1.327752202999684641e+03 8.448626953125000000e+03 1.135356998443603516e+01
1.327753591900880792e+03 8.447736328125000000e+03 1.135499763488769531e+01
1.327754980802135151e+03 8.444296875000000000e+03 1.135291957855224609e+01
1.327756369703329710e+03 8.461600585937500000e+03 1.136767292022705078e+01
1.327757758604583387e+03 8.434963867187500000e+03 1.134237289428710938e+01
1.327759147505837518e+03 8.461329101562500000e+03 1.135787582397460938e+01
1.327760536407032077e+03 8.436328125000000000e+03 1.135503768920898438e+01
1.327761925308285754e+03 8.456919921875000000e+03 1.135960483551025391e+01
1.327763314209481678e+03 8.473349609375000000e+03 1.136023521423339844e+01
1.327764703110734672e+03 8.456112304687500000e+03 1.135483264923095703e+01
1.327766092011988349e+03 8.456613281250000000e+03 1.135125446319580078e+01
1.327767480913184272e+03 8.462749023437500000e+03 1.135907936096191406e+01
1.327768869814437949e+03 8.476075195312500000e+03 1.136241626739501953e+01
1.327770258715633418e+03 8.474600585937500000e+03 1.136881637573242188e+01
1.327771647616886867e+03 8.457551757812500000e+03 1.135460853576660156e+01
1.327773036518082108e+03 8.466250000000000000e+03 1.135955715179443359e+01
1.327774425419335785e+03 8.462690429687500000e+03 1.135763168334960938e+01
1.327775814320531254e+03 8.443297851562500000e+03 1.135400295257568359e+01
1.327777203221785612e+03 8.455029296875000000e+03 1.135192298889160156e+01
1.327778592122980854e+03 8.440481445312500000e+03 1.134019947052001953e+01
1.327779981024233848e+03 8.456590820312500000e+03 1.135562133789062500e+01
1.327781369925429772e+03 8.468098632812500000e+03 1.135715675354003906e+01
1.327782758826683903e+03 8.465011718750000000e+03 1.135873985290527344e+01
1.327784147727878690e+03 8.464420898437500000e+03 1.134756183624267578e+01
1.327785536629073931e+03 8.450381835937500000e+03 1.134528827667236328e+01
1.327786925530328290e+03 8.472584960937500000e+03 1.136446571350097656e+01
1.327788314431523077e+03 8.474077148437500000e+03 1.135655784606933594e+01
1.327789703332776526e+03 8.452805664062500000e+03 1.134143543243408203e+01
1.327791092233972677e+03 8.467740234375000000e+03 1.135821723937988281e+01
1.327792481135225671e+03 8.472721679687500000e+03 1.135410881042480469e+01
1.327793870036420913e+03 8.462391601562500000e+03 1.135316085815429688e+01
1.327795258937617064e+03 8.446740234375000000e+03 1.134879016876220703e+01
1.327796647838869831e+03 8.472854492187500000e+03 1.135560607910156250e+01
1.327798036740065299e+03 8.457293945312500000e+03 1.134614944458007812e+01
1.327799425641319658e+03 8.464995117187500000e+03 1.135334300994873047e+01
1.327800814542514900e+03 8.461305664062500000e+03 1.135648822784423828e+01
1.327802203443710141e+03 8.457435546875000000e+03 1.134497261047363281e+01
1.327803592344963818e+03 8.440783203125000000e+03 1.134146785736083984e+01
1.327804981246159286e+03 8.454000000000000000e+03 1.134707164764404297e+01
1.327806370147354528e+03 8.468199218750000000e+03 1.135006046295166016e+01
1.327807759048607977e+03 8.456766601562500000e+03 1.134589862823486328e+01
1.327809147949803446e+03 8.455545898437500000e+03 1.134681701660156250e+01
1.327810536850998915e+03 8.457925781250000000e+03 1.134780311584472656e+01
1.327811925752194156e+03 8.453528320312500000e+03 1.135311698913574219e+01
1.327813314653447833e+03 8.448572265625000000e+03 1.134641456604003906e+01
1.327814703554643756e+03 8.465174804687500000e+03 1.135396957397460938e+01
1.327816092455839225e+03 8.472492187500000000e+03 1.135216617584228516e+01
1.327817481357034694e+03 8.453197265625000000e+03 1.135341358184814453e+01
1.327818870258288825e+03 8.466998046875000000e+03 1.135393905639648438e+01
1.327820259159483385e+03 8.454574218750000000e+03 1.135004615783691406e+01
1.327821648060679081e+03 8.439272460937500000e+03 1.133487224578857422e+01
1.327823036961875005e+03 8.453643554687500000e+03 1.134814643859863281e+01
1.327824425863127772e+03 8.456491210937500000e+03 1.134407711029052734e+01
1.327825814764323241e+03 8.456041015625000000e+03 1.134736824035644531e+01
1.327827203665519164e+03 8.440525390625000000e+03 1.133522224426269531e+01
1.327828592566714633e+03 8.443837890625000000e+03 1.133556556701660156e+01
1.327829981467910102e+03 8.457177734375000000e+03 1.134330558776855469e+01
1.327831370369163551e+03 8.469156250000000000e+03 1.134790515899658203e+01
1.327832759270358792e+03 8.458953125000000000e+03 1.134418773651123047e+01
1.327834148171554489e+03 8.442109375000000000e+03 1.133419036865234375e+01
1.327835537072749730e+03 8.454844726562500000e+03 1.135035896301269531e+01
1.327836925973944972e+03 8.459085937500000000e+03 1.134351825714111328e+01
1.327848037183566930e+03 8.452653320312500000e+03 1.134229469299316406e+01
1.327849426084761717e+03 8.478178710937500000e+03 1.134923839569091797e+01
1.327850814985957641e+03 8.475140625000000000e+03 1.134596443176269531e+01
1.327852203887153109e+03 8.470472656250000000e+03 1.133896636962890625e+01
1.327853592788347669e+03 8.453524414062500000e+03 1.133603572845458984e+01
1.327854981689543592e+03 8.464300781250000000e+03 1.134259223937988281e+01
1.327856370590739061e+03 8.469713867187500000e+03 1.134309005737304688e+01
1.327857759491934530e+03 8.467876953125000000e+03 1.134159564971923828e+01
1.327859148393130681e+03 8.469513671875000000e+03 1.134219837188720703e+01
1.327860537294325923e+03 8.492666015625000000e+03 1.135230541229248047e+01
1.327861926195521164e+03 8.454030273437500000e+03 1.133034420013427734e+01
1.327863315096716633e+03 8.450456054687500000e+03 1.132877731323242188e+01
1.327864703997912102e+03 8.468009765625000000e+03 1.133796596527099609e+01
1.327866092899107343e+03 8.458258789062500000e+03 1.133170318603515625e+01
1.327867481800302585e+03 8.452276367187500000e+03 1.133614826202392578e+01
1.327868870701498281e+03 8.467473632812500000e+03 1.134290122985839844e+01
1.327870259602693523e+03 8.463741210937500000e+03 1.133576869964599609e+01
1.327871648503888764e+03 8.458168945312500000e+03 1.133261775970458984e+01
1.327873037405084233e+03 8.450947265625000000e+03 1.133468818664550781e+01
1.327874426306280156e+03 8.466403320312500000e+03 1.132953357696533203e+01
1.327875815207475625e+03 8.436118164062500000e+03 1.132355117797851562e+01
1.327877204108611977e+03 8.474935546875000000e+03 1.133025455474853516e+01
1.327878593009808128e+03 8.466447265625000000e+03 1.133085441589355469e+01
1.327879981911003597e+03 8.461419921875000000e+03 1.133206558227539062e+01
1.327881370812198156e+03 8.463521484375000000e+03 1.133083724975585938e+01
1.327882759713394307e+03 8.462855468750000000e+03 1.133360290527343750e+01
1.327884148614589549e+03 8.468449218750000000e+03 1.133533668518066406e+01
1.327885537515784335e+03 8.454589843750000000e+03 1.132630348205566406e+01
1.327886926416922279e+03 8.468787109375000000e+03 1.133665752410888672e+01
1.327888315318118202e+03 8.451609375000000000e+03 1.132366085052490234e+01
1.327889704219312762e+03 8.466626953125000000e+03 1.132522392272949219e+01
1.327891093120508458e+03 8.471175781250000000e+03 1.132978057861328125e+01
1.327892482021704382e+03 8.463675781250000000e+03 1.132540702819824219e+01
1.327893870922840733e+03 8.474001953125000000e+03 1.133379459381103516e+01
1.327895259824036202e+03 8.475889648437500000e+03 1.133399868011474609e+01
1.327896648725232126e+03 8.463143554687500000e+03 1.133090686798095703e+01
1.327898037626427595e+03 8.472829101562500000e+03 1.132452964782714844e+01
1.327899426527623064e+03 8.457151367187500000e+03 1.132360172271728516e+01
1.327900815428760097e+03 8.431617187500000000e+03 1.131017780303955078e+01
1.327902204329955339e+03 8.470017578125000000e+03 1.132177352905273438e+01
1.327903593231151035e+03 8.448240234375000000e+03 1.131522178649902344e+01
1.327904982132288069e+03 8.474551757812500000e+03 1.132979488372802734e+01
1.327906371033484220e+03 8.451692382812500000e+03 1.131573772430419922e+01
1.327907759934679461e+03 8.468126953125000000e+03 1.132901859283447266e+01
1.327909148835874248e+03 8.457520507812500000e+03 1.132085990905761719e+01
1.327910537737011964e+03 8.469567382812500000e+03 1.132080173492431641e+01
1.327911926638207433e+03 8.474587890625000000e+03 1.132112884521484375e+01
1.327913315539401992e+03 8.469342773437500000e+03 1.132332134246826172e+01
1.327914704440539708e+03 8.466019531250000000e+03 1.131731033325195312e+01
1.327916093341735404e+03 8.469181640625000000e+03 1.131644821166992188e+01
1.327917482242871756e+03 8.457263671875000000e+03 1.132107257843017578e+01
1.327918871144067680e+03 8.452063476562500000e+03 1.130851554870605469e+01
1.327920260045263831e+03 8.446313476562500000e+03 1.130812835693359375e+01
1.327921648946400410e+03 8.467097656250000000e+03 1.131563377380371094e+01
1.327923037847595651e+03 8.466655273437500000e+03 1.131417083740234375e+01
1.327924426748791802e+03 8.445101562500000000e+03 1.130589675903320312e+01
1.327925815649928154e+03 8.431218750000000000e+03 1.130675888061523438e+01
1.327927204551123623e+03 8.453319335937500000e+03 1.131324291229248047e+01
1.327928593452261566e+03 8.450850585937500000e+03 1.131697654724121094e+01
1.327929982353456126e+03 8.453794921875000000e+03 1.130339622497558594e+01
1.327931371254593387e+03 8.461835937500000000e+03 1.130796718597412109e+01
1.327932760155789310e+03 8.460651367187500000e+03 1.130772495269775391e+01
1.327934149056927026e+03 8.456596679687500000e+03 1.130503177642822266e+01
1.327935537958122495e+03 8.438967773437500000e+03 1.129569149017333984e+01
1.327936926859258847e+03 8.463811523437500000e+03 1.130530738830566406e+01
1.327938315760454998e+03 8.446212890625000000e+03 1.130671024322509766e+01
1.327939704661592259e+03 8.465088867187500000e+03 1.130465221405029297e+01
1.327941093562786818e+03 8.480686523437500000e+03 1.131327629089355469e+01
1.327942482463924762e+03 8.466755859375000000e+03 1.131081008911132812e+01
1.327943871365120003e+03 8.451069335937500000e+03 1.130754756927490234e+01
1.327945260266256582e+03 8.462809570312500000e+03 1.129895210266113281e+01
1.327946649167452733e+03 8.464987304687500000e+03 1.130132865905761719e+01
1.327948038068590677e+03 8.453275390625000000e+03 1.129322910308837891e+01
1.327949426969785236e+03 8.473150390625000000e+03 1.130540752410888672e+01
1.327950815870922497e+03 8.459677734375000000e+03 1.129876613616943359e+01
1.327952204772118421e+03 8.470477539062500000e+03 1.129902553558349609e+01
1.327953593673254773e+03 8.480260742187500000e+03 1.131621742248535156e+01
1.327954982574392034e+03 8.458581054687500000e+03 1.129658794403076172e+01
1.327956371475587957e+03 8.454745117187500000e+03 1.128981494903564453e+01
1.327957760376724536e+03 8.457304687500000000e+03 1.129721832275390625e+01
1.327959149277861570e+03 8.455577148437500000e+03 1.129421901702880859e+01
1.327960538179057721e+03 8.458538085937500000e+03 1.129481887817382812e+01
1.327961927080194982e+03 8.470608398437500000e+03 1.129909706115722656e+01
1.327963315981332244e+03 8.451543945312500000e+03 1.128748130798339844e+01
1.327964704882527485e+03 8.459971679687500000e+03 1.128795623779296875e+01
1.327966093783664519e+03 8.453231445312500000e+03 1.129386425018310547e+01
1.327967482684801780e+03 8.467191406250000000e+03 1.128986930847167969e+01
1.327968871585997249e+03 8.478537109375000000e+03 1.129558944702148438e+01
1.327970260487134283e+03 8.463652343750000000e+03 1.129297065734863281e+01
1.327971649388271317e+03 8.481869140625000000e+03 1.129705905914306641e+01
1.327973038289467013e+03 8.473458007812500000e+03 1.129214000701904297e+01
1.327974427190604729e+03 8.450862304687500000e+03 1.129059410095214844e+01
1.327975816091741990e+03 8.473078125000000000e+03 1.129528522491455078e+01
1.327977204992878342e+03 8.452669921875000000e+03 1.128338241577148438e+01
1.327978593894074265e+03 8.466862304687500000e+03 1.128814411163330078e+01
1.327979982795212209e+03 8.457155273437500000e+03 1.128232288360595703e+01
1.327981371696348788e+03 8.453734375000000000e+03 1.128496074676513672e+01
1.327982760597485822e+03 8.454946289062500000e+03 1.128454780578613281e+01
1.327984149498681973e+03 8.461686523437500000e+03 1.128614139556884766e+01
1.327985538399818552e+03 8.484343750000000000e+03 1.129363727569580078e+01
1.327986927300955585e+03 8.445822265625000000e+03 1.127215957641601562e+01
1.327988316202093529e+03 8.458492187500000000e+03 1.128499984741210938e+01
1.327989705103229880e+03 8.453696289062500000e+03 1.127443122863769531e+01
1.327991094004367142e+03 8.468271484375000000e+03 1.129197311401367188e+01
1.327992482905563065e+03 8.451098632812500000e+03 1.128758525848388672e+01
1.327993871806700326e+03 8.471054687500000000e+03 1.128476238250732422e+01
1.327995260707837360e+03 8.463253906250000000e+03 1.128122615814208984e+01
1.327996649608974622e+03 8.451764648437500000e+03 1.127359676361083984e+01
1.327998038510111883e+03 8.459015625000000000e+03 1.128327369689941406e+01
1.327999427411248917e+03 8.459066406250000000e+03 1.128266429901123047e+01
1.328000816312385950e+03 8.464217773437500000e+03 1.127471160888671875e+01
1.328002205213523212e+03 8.471511718750000000e+03 1.128337192535400391e+01
1.328003594114660473e+03 8.464728515625000000e+03 1.127939033508300781e+01
1.328004983015855714e+03 8.454614257812500000e+03 1.128017330169677734e+01
1.328006371916992748e+03 8.439639648437500000e+03 1.127363014221191406e+01
1.328007760818130691e+03 8.470415039062500000e+03 1.129257297515869141e+01
1.328009149719267953e+03 8.433687500000000000e+03 1.126540946960449219e+01
1.328010538620404304e+03 8.457051757812500000e+03 1.128075695037841797e+01
1.328011927521542248e+03 8.452946289062500000e+03 1.127736663818359375e+01
1.328013316422679281e+03 8.472342773437500000e+03 1.127945709228515625e+01
1.328014705323816543e+03 8.454110351562500000e+03 1.127418136596679688e+01
1.328016094224954259e+03 8.451409179687500000e+03 1.126947879791259766e+01
1.328017483126090838e+03 8.455991210937500000e+03 1.128320312500000000e+01
1.328018872027227872e+03 8.470433593750000000e+03 1.129156017303466797e+01
1.328020260928365815e+03 8.460636718750000000e+03 1.127542018890380859e+01
1.328021649829503076e+03 8.459078125000000000e+03 1.127498722076416016e+01
1.328023038730640337e+03 8.473754882812500000e+03 1.128456974029541016e+01
1.328024427631777371e+03 8.470641601562500000e+03 1.128328895568847656e+01
1.328025816532856197e+03 8.460936523437500000e+03 1.127476692199707031e+01
1.328027205433993458e+03 8.455892578125000000e+03 1.126813316345214844e+01
1.328028594335130720e+03 8.464167968750000000e+03 1.127272319793701172e+01
1.328029983236267753e+03 8.473150390625000000e+03 1.127982330322265625e+01
1.328031372137405015e+03 8.450415039062500000e+03 1.127313327789306641e+01
1.328032761038542276e+03 8.472277343750000000e+03 1.128537178039550781e+01
1.328034149939679310e+03 8.449913085937500000e+03 1.127403354644775391e+01
1.328035538840816344e+03 8.474457031250000000e+03 1.127778625488281250e+01
1.328036927741953605e+03 8.440337890625000000e+03 1.126669406890869141e+01
1.328038316643032658e+03 8.463638671875000000e+03 1.127942371368408203e+01
1.328039705544170374e+03 8.445973632812500000e+03 1.126927852630615234e+01
1.328041094445307635e+03 8.454776367187500000e+03 1.127517890930175781e+01
1.328042483346444214e+03 8.465483398437500000e+03 1.127383422851562500e+01
1.328043872247581930e+03 8.447192382812500000e+03 1.127268600463867188e+01
1.328045261148660984e+03 8.441292968750000000e+03 1.126206302642822266e+01
1.328046650049797336e+03 8.459871093750000000e+03 1.127697372436523438e+01
1.328048038950935052e+03 8.454523437500000000e+03 1.127370166778564453e+01
1.328049427852072313e+03 8.448478515625000000e+03 1.127637577056884766e+01
1.328050816753208665e+03 8.459410156250000000e+03 1.127860736846923828e+01
1.328052205654288400e+03 8.481969726562500000e+03 1.128341484069824219e+01
1.328053594555426344e+03 8.485542968750000000e+03 1.128120803833007812e+01
1.328054983456563377e+03 8.457172851562500000e+03 1.127651882171630859e+01
1.328056372357700639e+03 8.461275390625000000e+03 1.127903652191162109e+01
1.328057761258779692e+03 8.472190429687500000e+03 1.128452014923095703e+01
1.328059150159916726e+03 8.448862304687500000e+03 1.127293300628662109e+01
1.328060539061053760e+03 8.482009765625000000e+03 1.128797531127929688e+01
1.328061927962132813e+03 8.458163085937500000e+03 1.127366065979003906e+01
1.328063316863270074e+03 8.469129882812500000e+03 1.128619956970214844e+01
1.328064705764407108e+03 8.471949218750000000e+03 1.128784751892089844e+01
1.328066094665486162e+03 8.467613281250000000e+03 1.128199291229248047e+01
1.328067483566623878e+03 8.464667968750000000e+03 1.127781581878662109e+01
1.328068872467761139e+03 8.459204101562500000e+03 1.127913284301757812e+01
1.328070261368839283e+03 8.458715820312500000e+03 1.127413845062255859e+01
1.328071650269977226e+03 8.476149414062500000e+03 1.128757476806640625e+01
